LABTYPE,RPTAGGR,YYYY,PERIOD,DRUG_REPORTS,QUERY_RUN_DATE,SUBSTANCE_ID,SUBSTANCE_DESCRIPTION,BASE_ID,BASE_DESCRIPTION,DRUG_CATEGORY_CODE,DRUG_CATEGORY_DESCRIPTION,STATE,STATE_LONG_NAME,STATE_FIPS
"Local/Municipal,State,Federal,Private",DrugReport  ,2022,2022,151,2025-08-10 18:30:22,2408,FENTANYL SALT UNDETERMINED,1504,Fentanyl,33,Fentanyl and Fentanyl-related,AR,Arkansas,5
"Local/Municipal,State,Federal,Private",DrugReport  ,2018,2018,6,2025-08-10 18:30:22,3847,"4-FLUOROISOBUTYRYL FENTANYL (P-FLUOROISOBUTYRYL FENTANYL, PARA-FLUOROISOBUTYRYL FENTANYL; N-(4-FLUOROPHENYL)-N-(1-PHENETHYLPIPERIDIN-4-YL)ISOBUTYRAMIDE), SALT UNDETERMINED",3845,para-Fluoroisobutyryl fentanyl,33,Fentanyl and Fentanyl-related,MD,Maryland,24
"Local/Municipal,State,Federal,Private",DrugReport  ,2020,2020,13,2025-08-10 18:30:22,3340,ACETYL FENTANYL (N-(1-PHENETHYLPIPERIDIN-4-YL)-N-PHENYLACETAMIDE),3340,Acetyl fentanyl,33,Fentanyl and Fentanyl-related,AL,Alabama,1
"Local/Municipal,State,Federal,Private",DrugReport  ,2017,2017,15,2025-08-10 18:30:22,3498,BUTYRYL FENTANYL (N-(1-PHENETHYLPIPERIDIN-4-YL)-N-PHENYLBUTANAMIDE),3498,Butyryl fentanyl,33,Fentanyl and Fentanyl-related,NJ,New Jersey,34
"Local/Municipal,State,Federal,Private",DrugReport  ,2017,2017,75,2025-08-10 18:30:22,3853,ACRYL FENTANYL (ACRYLOYLFENTANYL; N-(1-PHENETHYLPIPERIDIN-4-YL)-N-PHENYLACRYLAMIDE),3853,Acryl fentanyl,33,Fentanyl and Fentanyl-related,TN,Tennessee,47
"Local/Municipal,State,Federal,Private",DrugReport  ,2022,2022,19,2025-08-10 18:30:22,3340,ACETYL FENTANYL (N-(1-PHENETHYLPIPERIDIN-4-YL)-N-PHENYLACETAMIDE),3340,Acetyl fentanyl,33,Fentanyl and Fentanyl-related,VT,Vermont,50
"Local/Municipal,State,Federal,Private",DrugReport  ,2018,2018,3,2025-08-10 18:30:22,3660,"ACETYL FENTANYL (N-(1-PHENETHYLPIPERIDIN-4-YL)-N-PHENYLACETAMIDE), SALT UNDETERMINED",3340,Acetyl fentanyl,33,Fentanyl and Fentanyl-related,MS,Mississippi,28
"Local/Municipal,State,Federal,Private",DrugReport  ,2019,2019,14,2025-08-10 18:30:22,4097,PHENYL FENTANYL (BENZOYL FENTANYL; N-(1-PHENETHYLPIPERIDIN-4-YL)-N-PHENYLBENZAMIDE),4097,Phenyl fentanyl,33,Fentanyl and Fentanyl-related,NJ,New Jersey,34
"Local/Municipal,State,Federal,Private",DrugReport  ,2019,2019,27,2025-08-10 18:30:22,3660,"ACETYL FENTANYL (N-(1-PHENETHYLPIPERIDIN-4-YL)-N-PHENYLACETAMIDE), SALT UNDETERMINED",3340,Acetyl fentanyl,33,Fentanyl and Fentanyl-related,WV,West Virginia,54
"Local/Municipal,State,Federal,Private",DrugReport  ,2006,2006,1,2025-08-10 18:30:22,1504,FENTANYL,1504,Fentanyl,33,Fentanyl and Fentanyl-related,CO,Colorado,8
"Local/Municipal,State,Federal,Private",DrugReport  ,2024,2024,1,2025-08-10 18:30:22,4861,DESPROPIONYL META-METHYLFENTANYL,4861,meta-Methyl 4-ANPP,33,Fentanyl and Fentanyl-related,CA,California,6
"Local/Municipal,State,Federal,Private",DrugReport  ,2017,2017,13,2025-08-10 18:30:22,4061,"CYCLOPROPYL FENTANYL (N-(1-PHENETHYLPIPERIDIN-4-YL)-N-PHENYLCYCLOPROPANECARBOXAMIDE), SALT UNDETERMINED",4059,Cyclopropyl fentanyl,33,Fentanyl and Fentanyl-related,NY,New York,36
"Local/Municipal,State,Federal,Private",DrugReport  ,2021,2021,2,2025-08-10 18:30:22,3838,"VALERYL FENTANYL (N-(1-PHENETHYLPIPERIDIN-4-YL)-N-PHENYLPENTANAMIDE), SALT UNDETERMINED",3824,Valeryl fentanyl,33,Fentanyl and Fentanyl-related,IL,Illinois,17
"Local/Municipal,State,Federal,Private",DrugReport  ,2023,2023,3,2025-08-10 18:30:22,3660,"ACETYL FENTANYL (N-(1-PHENETHYLPIPERIDIN-4-YL)-N-PHENYLACETAMIDE), SALT UNDETERMINED",3340,Acetyl fentanyl,33,Fentanyl and Fentanyl-related,MI,Michigan,26
"Local/Municipal,State,Federal,Private",DrugReport  ,2014,2014,7,2025-08-10 18:30:22,2408,FENTANYL SALT UNDETERMINED,1504,Fentanyl,33,Fentanyl and Fentanyl-related,DC,District of Columbia,11
"Local/Municipal,State,Federal,Private",DrugReport  ,2017,2017,4,2025-08-10 18:30:22,3802,"FURANYL FENTANYL (2- FURANYL FENTANYL; N-(1-PHENETHYLPIPERIDIN-4-YL)-N-PHENYLFURAN-2-CARBOXAMIDE), SALT UNDETERMINED",3779,Furanyl fentanyl,33,Fentanyl and Fentanyl-related,MN,Minnesota,27
"Local/Municipal,State,Federal,Private",DrugReport  ,2017,2017,4,2025-08-10 18:30:22,4061,"CYCLOPROPYL FENTANYL (N-(1-PHENETHYLPIPERIDIN-4-YL)-N-PHENYLCYCLOPROPANECARBOXAMIDE), SALT UNDETERMINED",4059,Cyclopropyl fentanyl,33,Fentanyl and Fentanyl-related,TN,Tennessee,47
"Local/Municipal,State,Federal,Private",DrugReport  ,2023,2023,3,2025-08-10 18:30:22,3660,"ACETYL FENTANYL (N-(1-PHENETHYLPIPERIDIN-4-YL)-N-PHENYLACETAMIDE), SALT UNDETERMINED",3340,Acetyl fentanyl,33,Fentanyl and Fentanyl-related,MD,Maryland,24
"Local/Municipal,State,Federal,Private",DrugReport  ,2023,2023,15,2025-08-10 18:30:22,3340,ACETYL FENTANYL (N-(1-PHENETHYLPIPERIDIN-4-YL)-N-PHENYLACETAMIDE),3340,Acetyl fentanyl,33,Fentanyl and Fentanyl-related,AZ,Arizona,4
"Local/Municipal,State,Federal,Private",DrugReport  ,2019,2019,3,2025-08-10 18:30:22,3714,"CARFENTANIL, SALT UNDETERMINED",1497,Carfentanil,33,Fentanyl and Fentanyl-related,MA,Massachusetts,25
"Local/Municipal,State,Federal,Private",DrugReport  ,2022,2022,1,2025-08-10 18:30:22,4898,PARA-FLUORO VALERYL FENTANYL,4898,para-Fluoro valeryl fentanyl,33,Fentanyl and Fentanyl-related,SC,South Carolina,45
"Local/Municipal,State,Federal,Private",DrugReport  ,2021,2021,6,2025-08-10 18:30:22,1504,FENTANYL,1504,Fentanyl,33,Fentanyl and Fentanyl-related,PR,Puerto Rico,72
"Local/Municipal,State,Federal,Private",DrugReport  ,2020,2020,2,2025-08-10 18:30:22,4487,FLUORO FURANYL FENTANYL,4487,Fluoro furanyl fentanyl,33,Fentanyl and Fentanyl-related,FL,Florida,12
"Local/Municipal,State,Federal,Private",DrugReport  ,2021,2021,3,2025-08-10 18:30:22,4914,"ORTHO-CHLOROFENTANYL, SALT UNDETERMINED",4803,ortho-Chlorofentanyl,33,Fentanyl and Fentanyl-related,FL,Florida,12
"Local/Municipal,State,Federal,Private",DrugReport  ,2016,2016,2,2025-08-10 18:30:22,1021,4-ANILINO-1-PHENETHYLPIPERIDINE,1021,4-ANPP,33,Fentanyl and Fentanyl-related,TN,Tennessee,47
"Local/Municipal,State,Federal,Private",DrugReport  ,2019,2019,2,2025-08-10 18:30:22,3779,FURANYL FENTANYL (2-FURANYL FENTANYL; N-(1-PHENETHYLPIPERIDIN-4-YL)-N-PHENYLFURAN-2-CARBOXAMIDE),3779,Furanyl fentanyl,33,Fentanyl and Fentanyl-related,NY,New York,36
"Local/Municipal,State,Federal,Private",DrugReport  ,2021,2021,11,2025-08-10 18:30:22,3340,ACETYL FENTANYL (N-(1-PHENETHYLPIPERIDIN-4-YL)-N-PHENYLACETAMIDE),3340,Acetyl fentanyl,33,Fentanyl and Fentanyl-related,KS,Kansas,20
"Local/Municipal,State,Federal,Private",DrugReport  ,2015,2015,1,2025-08-10 18:30:22,2408,FENTANYL SALT UNDETERMINED,1504,Fentanyl,33,Fentanyl and Fentanyl-related,UT,Utah,49
"Local/Municipal,State,Federal,Private",DrugReport  ,2022,2022,2,2025-08-10 18:30:22,3824,VALERYL FENTANYL (N-(1-PHENETHYLPIPERIDIN-4-YL)-N-PHENYLPENTANAMIDE),3824,Valeryl fentanyl,33,Fentanyl and Fentanyl-related,ND,North Dakota,38
"Local/Municipal,State,Federal,Private",DrugReport  ,2024,2024,1,2025-08-10 18:30:22,1517,P-FLUOROFENTANYL,1517,para-Fluorofentanyl,33,Fentanyl and Fentanyl-related,IA,Iowa,19
"Local/Municipal,State,Federal,Private",DrugReport  ,2016,2016,1,2025-08-10 18:30:22,1505,FENTANYL HYDROCHLORIDE,1504,Fentanyl,33,Fentanyl and Fentanyl-related,WI,Wisconsin,55
"Local/Municipal,State,Federal,Private",DrugReport  ,2022,2022,1,2025-08-10 18:30:22,4989,PARA-FLUORO ACETYL FENTANYL,4989,para-Fluoro acetyl fentanyl,33,Fentanyl and Fentanyl-related,AZ,Arizona,4
"Local/Municipal,State,Federal,Private",DrugReport  ,2018,2018,3,2025-08-10 18:30:22,4099,"PHENYL FENTANYL (BENZOYL FENTANYL; N-(1-PHENETHYLPIPERIDIN-4-YL)-N-PHENYLBENZAMIDE), SALT UNDETERMINED",4097,Phenyl fentanyl,33,Fentanyl and Fentanyl-related,WA,Washington,53
"Local/Municipal,State,Federal,Private",DrugReport  ,2024,2024,1,2025-08-10 18:30:22,3824,VALERYL FENTANYL (N-(1-PHENETHYLPIPERIDIN-4-YL)-N-PHENYLPENTANAMIDE),3824,Valeryl fentanyl,33,Fentanyl and Fentanyl-related,IN,Indiana,18
"Local/Municipal,State,Federal,Private",DrugReport  ,2023,2023,1,2025-08-10 18:30:22,3660,"ACETYL FENTANYL (N-(1-PHENETHYLPIPERIDIN-4-YL)-N-PHENYLACETAMIDE), SALT UNDETERMINED",3340,Acetyl fentanyl,33,Fentanyl and Fentanyl-related,AK,Alaska,2
"Local/Municipal,State,Federal,Private",DrugReport  ,2023,2023,1,2025-08-10 18:30:22,4686,PHENETHYL 4-ANPP,4686,Phenethyl 4-ANPP,33,Fentanyl and Fentanyl-related,NY,New York,36
"Local/Municipal,State,Federal,Private",DrugReport  ,2021,2021,1,2025-08-10 18:30:22,4393,N-BENZYLFURANYLFENTANYL,4393,N-Benzyl furanyl fentanyl,33,Fentanyl and Fentanyl-related,SC,South Carolina,45
"Local/Municipal,State,Federal,Private",DrugReport  ,2021,2021,138,2025-08-10 18:30:22,1517,P-FLUOROFENTANYL,1517,para-Fluorofentanyl,33,Fentanyl and Fentanyl-related,IN,Indiana,18
"Local/Municipal,State,Federal,Private",DrugReport  ,2023,2023,5668,2025-08-10 18:30:22,1021,4-ANILINO-1-PHENETHYLPIPERIDINE,1021,4-ANPP,33,Fentanyl and Fentanyl-related,NJ,New Jersey,34
"Local/Municipal,State,Federal,Private",DrugReport  ,2023,2023,374,2025-08-10 18:30:22,2408,FENTANYL SALT UNDETERMINED,1504,Fentanyl,33,Fentanyl and Fentanyl-related,IL,Illinois,17
"Local/Municipal,State,Federal,Private",DrugReport  ,2022,2022,116,2025-08-10 18:30:22,2408,FENTANYL SALT UNDETERMINED,1504,Fentanyl,33,Fentanyl and Fentanyl-related,MS,Mississippi,28
"Local/Municipal,State,Federal,Private",DrugReport  ,2018,2018,105,2025-08-10 18:30:22,2408,FENTANYL SALT UNDETERMINED,1504,Fentanyl,33,Fentanyl and Fentanyl-related,NC,North Carolina,37
"Local/Municipal,State,Federal,Private",DrugReport  ,2018,2018,156,2025-08-10 18:30:22,2408,FENTANYL SALT UNDETERMINED,1504,Fentanyl,33,Fentanyl and Fentanyl-related,MD,Maryland,24
"Local/Municipal,State,Federal,Private",DrugReport  ,2010,2010,26,2025-08-10 18:30:22,1504,FENTANYL,1504,Fentanyl,33,Fentanyl and Fentanyl-related,MI,Michigan,26
"Local/Municipal,State,Federal,Private",DrugReport  ,2016,2016,99,2025-08-10 18:30:22,1504,FENTANYL,1504,Fentanyl,33,Fentanyl and Fentanyl-related,GA,Georgia,13
"Local/Municipal,State,Federal,Private",DrugReport  ,2017,2017,6,2025-08-10 18:30:22,2408,FENTANYL SALT UNDETERMINED,1504,Fentanyl,33,Fentanyl and Fentanyl-related,NV,Nevada,32
"Local/Municipal,State,Federal,Private",DrugReport  ,2018,2018,14,2025-08-10 18:30:22,3861,CIS-3-METHYLFENTANYL,3861,cis-3-Methylfentanyl,33,Fentanyl and Fentanyl-related,PA,Pennsylvania,42
"Local/Municipal,State,Federal,Private",DrugReport  ,2019,2019,19,2025-08-10 18:30:22,4142,FLUOROBUTYRYL FENTANYL,4142,Fluorobutyryl fentanyl,33,Fentanyl and Fentanyl-related,WV,West Virginia,54
"Local/Municipal,State,Federal,Private",DrugReport  ,2016,2016,25,2025-08-10 18:30:22,2408,FENTANYL SALT UNDETERMINED,1504,Fentanyl,33,Fentanyl and Fentanyl-related,WV,West Virginia,54
"Local/Municipal,State,Federal,Private",DrugReport  ,2017,2017,92,2025-08-10 18:30:22,1497,CARFENTANIL,1497,Carfentanil,33,Fentanyl and Fentanyl-related,MI,Michigan,26
"Local/Municipal,State,Federal,Private",DrugReport  ,2019,2019,42,2025-08-10 18:30:22,4097,PHENYL FENTANYL (BENZOYL FENTANYL; N-(1-PHENETHYLPIPERIDIN-4-YL)-N-PHENYLBENZAMIDE),4097,Phenyl fentanyl,33,Fentanyl and Fentanyl-related,OH,Ohio,39
"Local/Municipal,State,Federal,Private",DrugReport  ,2024,2024,26,2025-08-10 18:30:22,1517,P-FLUOROFENTANYL,1517,para-Fluorofentanyl,33,Fentanyl and Fentanyl-related,AL,Alabama,1
"Local/Municipal,State,Federal,Private",DrugReport  ,2020,2020,17,2025-08-10 18:30:22,2408,FENTANYL SALT UNDETERMINED,1504,Fentanyl,33,Fentanyl and Fentanyl-related,AR,Arkansas,5
"Local/Municipal,State,Federal,Private",DrugReport  ,2021,2021,1,2025-08-10 18:30:22,4966,"DESPROPIONYL O-FLUOROFENTANYL, SALT UNDETERMINED",4415,ortho-Fluoro 4-ANPP,33,Fentanyl and Fentanyl-related,PA,Pennsylvania,42
"Local/Municipal,State,Federal,Private",DrugReport  ,2018,2018,11,2025-08-10 18:30:22,1497,CARFENTANIL,1497,Carfentanil,33,Fentanyl and Fentanyl-related,WV,West Virginia,54
"Local/Municipal,State,Federal,Private",DrugReport  ,2024,2024,1,2025-08-10 18:30:22,4723,CHLOROFENTANYL,4723,Chlorofentanyl,33,Fentanyl and Fentanyl-related,MA,Massachusetts,25
"Local/Municipal,State,Federal,Private",DrugReport  ,2017,2017,3,2025-08-10 18:30:22,3824,VALERYL FENTANYL (N-(1-PHENETHYLPIPERIDIN-4-YL)-N-PHENYLPENTANAMIDE),3824,Valeryl fentanyl,33,Fentanyl and Fentanyl-related,NJ,New Jersey,34
"Local/Municipal,State,Federal,Private",DrugReport  ,2001,2001,2,2025-08-10 18:30:22,1504,FENTANYL,1504,Fentanyl,33,Fentanyl and Fentanyl-related,FL,Florida,12
"Local/Municipal,State,Federal,Private",DrugReport  ,2005,2005,4,2025-08-10 18:30:22,1504,FENTANYL,1504,Fentanyl,33,Fentanyl and Fentanyl-related,UT,Utah,49
"Local/Municipal,State,Federal,Private",DrugReport  ,2024,2024,8,2025-08-10 18:30:22,3714,"CARFENTANIL, SALT UNDETERMINED",1497,Carfentanil,33,Fentanyl and Fentanyl-related,IN,Indiana,18
"Local/Municipal,State,Federal,Private",DrugReport  ,2018,2018,1,2025-08-10 18:30:22,4071,"METHOXYACETYL FENTANYL (2-METHOXY-N-(1-PHENETHYLPIPERIDIN-4-YL)-N-PHENYLACETAMIDE), SALT UNDETERMINED",4069,Methoxyacetyl fentanyl,33,Fentanyl and Fentanyl-related,UT,Utah,49
"Local/Municipal,State,Federal,Private",DrugReport  ,2022,2022,1,2025-08-10 18:30:22,4390,DESPROPIONYL P-FLUOROFENTANYL,4390,para-Fluoro 4-ANPP,33,Fentanyl and Fentanyl-related,OK,Oklahoma,40
"Local/Municipal,State,Federal,Private",DrugReport  ,2021,2021,3,2025-08-10 18:30:22,1497,CARFENTANIL,1497,Carfentanil,33,Fentanyl and Fentanyl-related,FL,Florida,12
"Local/Municipal,State,Federal,Private",DrugReport  ,2023,2023,5,2025-08-10 18:30:22,1021,4-ANILINO-1-PHENETHYLPIPERIDINE,1021,4-ANPP,33,Fentanyl and Fentanyl-related,NH,New Hampshire,33
"Local/Municipal,State,Federal,Private",DrugReport  ,2012,2012,10,2025-08-10 18:30:22,1504,FENTANYL,1504,Fentanyl,33,Fentanyl and Fentanyl-related,NJ,New Jersey,34
"Local/Municipal,State,Federal,Private",DrugReport  ,2018,2018,3,2025-08-10 18:30:22,3846,"4-FLUOROISOBUTYRYL FENTANYL (P-FLUOROISOBUTYRYL FENTANYL, PARA-FLUOROISOBUTYRYL FENTANYL; N-(4-FLUOROPHENYL)-N-(1-PHENETHYLPIPERIDIN-4-YL)ISOBUTYRAMIDE) HYDROCHLORIDE",3845,para-Fluoroisobutyryl fentanyl,33,Fentanyl and Fentanyl-related,NY,New York,36
"Local/Municipal,State,Federal,Private",DrugReport  ,2009,2009,1,2025-08-10 18:30:22,1504,FENTANYL,1504,Fentanyl,33,Fentanyl and Fentanyl-related,VT,Vermont,50
"Local/Municipal,State,Federal,Private",DrugReport  ,2024,2024,1,2025-08-10 18:30:22,5262,ORTHO-METHYLFENTANYL (O-METHYL FENTANYL),5262,ortho-Methylfentanyl (o-Methyl Fentanyl),33,Fentanyl and Fentanyl-related,PA,Pennsylvania,42
"Local/Municipal,State,Federal,Private",DrugReport  ,2000,2000,1,2025-08-10 18:30:22,1504,FENTANYL,1504,Fentanyl,33,Fentanyl and Fentanyl-related,KS,Kansas,20
"Local/Municipal,State,Federal,Private",DrugReport  ,2023,2023,1,2025-08-10 18:30:22,3660,"ACETYL FENTANYL (N-(1-PHENETHYLPIPERIDIN-4-YL)-N-PHENYLACETAMIDE), SALT UNDETERMINED",3340,Acetyl fentanyl,33,Fentanyl and Fentanyl-related,NM,New Mexico,35
"Local/Municipal,State,Federal,Private",DrugReport  ,2011,2011,1,2025-08-10 18:30:22,2408,FENTANYL SALT UNDETERMINED,1504,Fentanyl,33,Fentanyl and Fentanyl-related,KY,Kentucky,21
"Local/Municipal,State,Federal,Private",DrugReport  ,2024,2024,1,2025-08-10 18:30:22,1505,FENTANYL HYDROCHLORIDE,1504,Fentanyl,33,Fentanyl and Fentanyl-related,NV,Nevada,32
"Local/Municipal,State,Federal,Private",DrugReport  ,2018,2018,1,2025-08-10 18:30:22,1505,FENTANYL HYDROCHLORIDE,1504,Fentanyl,33,Fentanyl and Fentanyl-related,NJ,New Jersey,34
"Local/Municipal,State,Federal,Private",DrugReport  ,2017,2017,1997,2025-08-10 18:30:22,1504,FENTANYL,1504,Fentanyl,33,Fentanyl and Fentanyl-related,VA,Virginia,51
"Local/Municipal,State,Federal,Private",DrugReport  ,2020,2020,41,2025-08-10 18:30:22,1504,FENTANYL,1504,Fentanyl,33,Fentanyl and Fentanyl-related,WY,Wyoming,56
"Local/Municipal,State,Federal,Private",DrugReport  ,2023,2023,1211,2025-08-10 18:30:22,3965,FLUOROFENTANYL,3965,Fluorofentanyl,33,Fentanyl and Fentanyl-related,PA,Pennsylvania,42
"Local/Municipal,State,Federal,Private",DrugReport  ,2018,2018,174,2025-08-10 18:30:22,3340,ACETYL FENTANYL (N-(1-PHENETHYLPIPERIDIN-4-YL)-N-PHENYLACETAMIDE),3340,Acetyl fentanyl,33,Fentanyl and Fentanyl-related,SC,South Carolina,45
"Local/Municipal,State,Federal,Private",DrugReport  ,2021,2021,111,2025-08-10 18:30:22,1517,P-FLUOROFENTANYL,1517,para-Fluorofentanyl,33,Fentanyl and Fentanyl-related,LA,Louisiana,22
"Local/Municipal,State,Federal,Private",DrugReport  ,2022,2022,72,2025-08-10 18:30:22,3965,FLUOROFENTANYL,3965,Fluorofentanyl,33,Fentanyl and Fentanyl-related,CO,Colorado,8
"Local/Municipal,State,Federal,Private",DrugReport  ,2015,2015,38,2025-08-10 18:30:22,1504,FENTANYL,1504,Fentanyl,33,Fentanyl and Fentanyl-related,NC,North Carolina,37
"Local/Municipal,State,Federal,Private",DrugReport  ,2018,2018,2,2025-08-10 18:30:22,1497,CARFENTANIL,1497,Carfentanil,33,Fentanyl and Fentanyl-related,WA,Washington,53
"Local/Municipal,State,Federal,Private",DrugReport  ,2023,2023,4,2025-08-10 18:30:22,1505,FENTANYL HYDROCHLORIDE,1504,Fentanyl,33,Fentanyl and Fentanyl-related,KS,Kansas,20
"Local/Municipal,State,Federal,Private",DrugReport  ,2018,2018,205,2025-08-10 18:30:22,3340,ACETYL FENTANYL (N-(1-PHENETHYLPIPERIDIN-4-YL)-N-PHENYLACETAMIDE),3340,Acetyl fentanyl,33,Fentanyl and Fentanyl-related,KY,Kentucky,21
"Local/Municipal,State,Federal,Private",DrugReport  ,2009,2009,64,2025-08-10 18:30:22,1504,FENTANYL,1504,Fentanyl,33,Fentanyl and Fentanyl-related,IL,Illinois,17
"Local/Municipal,State,Federal,Private",DrugReport  ,2022,2022,140,2025-08-10 18:30:22,3965,FLUOROFENTANYL,3965,Fluorofentanyl,33,Fentanyl and Fentanyl-related,LA,Louisiana,22
"Local/Municipal,State,Federal,Private",DrugReport  ,2023,2023,1,2025-08-10 18:30:22,4595,ISOVALERYL FENTANYL,4595,Isovaleryl fentanyl,33,Fentanyl and Fentanyl-related,WV,West Virginia,54
"Local/Municipal,State,Federal,Private",DrugReport  ,2024,2024,6,2025-08-10 18:30:22,4475,METHYLFENTANYL,4475,Methylfentanyl,33,Fentanyl and Fentanyl-related,CA,California,6
"Local/Municipal,State,Federal,Private",DrugReport  ,2016,2016,43,2025-08-10 18:30:22,1497,CARFENTANIL,1497,Carfentanil,33,Fentanyl and Fentanyl-related,KY,Kentucky,21
"Local/Municipal,State,Federal,Private",DrugReport  ,2024,2024,2,2025-08-10 18:30:22,1497,CARFENTANIL,1497,Carfentanil,33,Fentanyl and Fentanyl-related,SC,South Carolina,45
"Local/Municipal,State,Federal,Private",DrugReport  ,2023,2023,27,2025-08-10 18:30:22,3340,ACETYL FENTANYL (N-(1-PHENETHYLPIPERIDIN-4-YL)-N-PHENYLACETAMIDE),3340,Acetyl fentanyl,33,Fentanyl and Fentanyl-related,MD,Maryland,24
"Local/Municipal,State,Federal,Private",DrugReport  ,2018,2018,10,2025-08-10 18:30:22,4395,"N-BENZYLFURANYLFENTANYL, SALT UNDETERMINED",4393,N-Benzyl furanyl fentanyl,33,Fentanyl and Fentanyl-related,NY,New York,36
"Local/Municipal,State,Federal,Private",DrugReport  ,2015,2015,6,2025-08-10 18:30:22,3660,"ACETYL FENTANYL (N-(1-PHENETHYLPIPERIDIN-4-YL)-N-PHENYLACETAMIDE), SALT UNDETERMINED",3340,Acetyl fentanyl,33,Fentanyl and Fentanyl-related,MD,Maryland,24
"Local/Municipal,State,Federal,Private",DrugReport  ,2012,2012,43,2025-08-10 18:30:22,1504,FENTANYL,1504,Fentanyl,33,Fentanyl and Fentanyl-related,VA,Virginia,51
"Local/Municipal,State,Federal,Private",DrugReport  ,2006,2006,6,2025-08-10 18:30:22,1504,FENTANYL,1504,Fentanyl,33,Fentanyl and Fentanyl-related,NC,North Carolina,37
"Local/Municipal,State,Federal,Private",DrugReport  ,2020,2020,1,2025-08-10 18:30:22,1495,SUFENTANIL,1495,Sufentanil,33,Fentanyl and Fentanyl-related,LA,Louisiana,22
"Local/Municipal,State,Federal,Private",DrugReport  ,2007,2007,16,2025-08-10 18:30:22,1504,FENTANYL,1504,Fentanyl,33,Fentanyl and Fentanyl-related,PR,Puerto Rico,72
"Local/Municipal,State,Federal,Private",DrugReport  ,2017,2017,1,2025-08-10 18:30:22,3846,"4-FLUOROISOBUTYRYL FENTANYL (P-FLUOROISOBUTYRYL FENTANYL, PARA-FLUOROISOBUTYRYL FENTANYL; N-(4-FLUOROPHENYL)-N-(1-PHENETHYLPIPERIDIN-4-YL)ISOBUTYRAMIDE) HYDROCHLORIDE",3845,para-Fluoroisobutyryl fentanyl,33,Fentanyl and Fentanyl-related,FL,Florida,12
"Local/Municipal,State,Federal,Private",DrugReport  ,2021,2021,4,2025-08-10 18:30:22,3660,"ACETYL FENTANYL (N-(1-PHENETHYLPIPERIDIN-4-YL)-N-PHENYLACETAMIDE), SALT UNDETERMINED",3340,Acetyl fentanyl,33,Fentanyl and Fentanyl-related,PR,Puerto Rico,72
"Local/Municipal,State,Federal,Private",DrugReport  ,2016,2016,4,2025-08-10 18:30:22,3753,P-FLUOROBUTYRYL FENTANYL (P-FBF),3753,para-Fluorobutyryl fentanyl,33,Fentanyl and Fentanyl-related,PA,Pennsylvania,42
"Local/Municipal,State,Federal,Private",DrugReport  ,2022,2022,30,2025-08-10 18:30:22,3824,VALERYL FENTANYL (N-(1-PHENETHYLPIPERIDIN-4-YL)-N-PHENYLPENTANAMIDE),3824,Valeryl fentanyl,33,Fentanyl and Fentanyl-related,SC,South Carolina,45
"Local/Municipal,State,Federal,Private",DrugReport  ,2019,2019,15,2025-08-10 18:30:22,2408,FENTANYL SALT UNDETERMINED,1504,Fentanyl,33,Fentanyl and Fentanyl-related,OR,Oregon,41
"Local/Municipal,State,Federal,Private",DrugReport  ,2021,2021,6,2025-08-10 18:30:22,1523,BENZYLFENTANYL,1523,Benzylfentanyl,33,Fentanyl and Fentanyl-related,CA,California,6
"Local/Municipal,State,Federal,Private",DrugReport  ,2020,2020,34,2025-08-10 18:30:22,3340,ACETYL FENTANYL (N-(1-PHENETHYLPIPERIDIN-4-YL)-N-PHENYLACETAMIDE),3340,Acetyl fentanyl,33,Fentanyl and Fentanyl-related,WI,Wisconsin,55
"Local/Municipal,State,Federal,Private",DrugReport  ,2022,2022,52,2025-08-10 18:30:22,3340,ACETYL FENTANYL (N-(1-PHENETHYLPIPERIDIN-4-YL)-N-PHENYLACETAMIDE),3340,Acetyl fentanyl,33,Fentanyl and Fentanyl-related,NC,North Carolina,37
"Local/Municipal,State,Federal,Private",DrugReport  ,2018,2018,2,2025-08-10 18:30:22,4059,CYCLOPROPYL FENTANYL (N-(1-PHENETHYLPIPERIDIN-4-YL)-N-PHENYLCYCLOPROPANECARBOXAMIDE),4059,Cyclopropyl fentanyl,33,Fentanyl and Fentanyl-related,WA,Washington,53
"Local/Municipal,State,Federal,Private",DrugReport  ,2023,2023,10,2025-08-10 18:30:22,3340,ACETYL FENTANYL (N-(1-PHENETHYLPIPERIDIN-4-YL)-N-PHENYLACETAMIDE),3340,Acetyl fentanyl,33,Fentanyl and Fentanyl-related,KS,Kansas,20
"Local/Municipal,State,Federal,Private",DrugReport  ,2018,2018,4,2025-08-10 18:30:22,1497,CARFENTANIL,1497,Carfentanil,33,Fentanyl and Fentanyl-related,CT,Connecticut,9
"Local/Municipal,State,Federal,Private",DrugReport  ,2023,2023,2,2025-08-10 18:30:22,5082,"PARA-FLUORO VALERYL FENTANYL, SALT UNDETERMINED",4898,para-Fluoro valeryl fentanyl,33,Fentanyl and Fentanyl-related,IA,Iowa,19
"Local/Municipal,State,Federal,Private",DrugReport  ,2024,2024,3,2025-08-10 18:30:22,4475,METHYLFENTANYL,4475,Methylfentanyl,33,Fentanyl and Fentanyl-related,CT,Connecticut,9
